Id_variante,Id_ubicacion_genomica,Frec_alelica,Significancia_clinica
6509,32,0.07,Patogénica
4770,273,0.3,Significado Incierto
9447,209,0.13,Significado Incierto
5551,57,0.34,Significado Incierto
2853,85,0.36,Benigna
3109,116,0.45,Benigna
1428,92,0.07,Probablemente Patogénica
3456,298,0.12,Significado Incierto
415,117,0.12,Patogénica
2439,281,0.33,Benigna
7469,227,0.27,Probablemente Patogénica
367,85,0.26,Significado Incierto
2319,202,0.09,Significado Incierto
8904,278,0.05,Benigna
5090,91,0.22,Benigna
9081,80,0.2,Benigna
2853,92,0.06,Benigna
9039,242,0.24,Patogénica
403,81,0.13,Benigna
6062,188,0.32,Benigna
6834,176,0.41,Significado Incierto
574,141,0.49,Probablemente Patogénica
6226,166,0.06,Probablemente Patogénica
4293,235,0.45,Probablemente Patogénica
2922,215,0.27,Patogénica
5960,3,0.41,Significado Incierto
4287,162,0.2,Significado Incierto
8737,124,0.16,Significado Incierto
5299,167,0.09,Benigna
6584,21,0.22,Benigna
4185,226,0.41,Probablemente Patogénica
8021,95,0.24,Significado Incierto
2078,6,0.23,Benigna
5039,72,0.33,Probablemente Patogénica
1419,176,0.18,Benigna
311,227,0.08,Benigna
7744,4,0.16,Benigna
180,258,0.34,Benigna
5042,141,0.34,Probablemente Patogénica
3081,98,0.08,Benigna
2431,45,0.35,Probablemente Patogénica
1490,205,0.49,Probablemente Patogénica
3235,207,0.3,Benigna
9280,293,0.21,Significado Incierto
8809,115,0.36,Probablemente Patogénica
9562,168,0.17,Significado Incierto
167,239,0.25,Significado Incierto
5099,236,0.27,Probablemente Patogénica
9477,120,0.48,Significado Incierto
6197,176,0.08,Significado Incierto
1463,255,0.33,Significado Incierto
9522,229,0.25,Benigna
1745,230,0.18,Benigna
3954,43,0.11,Benigna
712,100,0.37,Significado Incierto
5804,104,0.1,Significado Incierto
2826,152,0.4,Probablemente Patogénica
6105,3,0.24,Benigna
3724,38,0.26,Patogénica
8534,183,0.31,Probablemente Patogénica
3154,42,0.25,Significado Incierto
9725,50,0.24,Probablemente Patogénica
9127,280,0.42,Benigna
3303,166,0.06,Probablemente Patogénica
1954,121,0.07,Benigna
236,179,0.12,Benigna
2111,10,0.25,Significado Incierto
8172,168,0.15,Benigna
1527,232,0.5,Benigna
2838,234,0.4,Significado Incierto
9167,56,0.5,Significado Incierto
1630,140,0.19,Patogénica
6988,214,0.39,Patogénica
9164,207,0.3,Benigna
3938,188,0.46,Significado Incierto
661,224,0.16,Patogénica
2614,165,0.05,Significado Incierto
537,248,0.43,Significado Incierto
8055,44,0.29,Probablemente Patogénica
4606,5,0.08,Significado Incierto
5361,196,0.18,Benigna
2255,261,0.42,Benigna
2457,53,0.07,Significado Incierto
5381,234,0.31,Patogénica
4389,189,0.45,Probablemente Patogénica
717,58,0.2,Significado Incierto
5591,40,0.23,Patogénica
608,261,0.3,Benigna
7740,143,0.07,Benigna
602,176,0.34,Significado Incierto
6543,69,0.27,Significado Incierto
9530,176,0.26,Significado Incierto
3525,13,0.45,Significado Incierto
4457,127,0.08,Probablemente Patogénica
5555,131,0.27,Benigna
8946,255,0.1,Benigna
3988,47,0.32,Probablemente Patogénica
6027,11,0.15,Significado Incierto
8051,5,0.41,Significado Incierto
9292,77,0.06,Benigna
545,278,0.28,Probablemente Patogénica
7613,16,0.26,Benigna
4469,124,0.12,Probablemente Patogénica
1107,263,0.07,Significado Incierto
7410,90,0.44,Significado Incierto
1060,160,0.1,Significado Incierto
1560,227,0.45,Significado Incierto
2739,102,0.06,Patogénica
3099,54,0.47,Benigna
1546,130,0.33,Benigna
8733,295,0.26,Significado Incierto
722,219,0.15,Significado Incierto
3799,41,0.12,Probablemente Patogénica
5173,74,0.25,Probablemente Patogénica
7771,278,0.24,Benigna
2055,159,0.25,Significado Incierto
6346,38,0.4,Benigna
7110,8,0.24,Benigna
1147,45,0.33,Significado Incierto
5955,180,0.11,Probablemente Patogénica
1070,101,0.24,Benigna
689,117,0.44,Significado Incierto
4580,125,0.3,Benigna
8,140,0.09,Patogénica
2622,52,0.08,Significado Incierto
7687,40,0.17,Patogénica
7360,59,0.09,Significado Incierto
7584,40,0.1,Significado Incierto
9157,42,0.33,Significado Incierto
6023,40,0.07,Probablemente Patogénica
7693,86,0.47,Patogénica
6014,190,0.17,Patogénica
5202,295,0.22,Significado Incierto
1419,275,0.26,Significado Incierto
3865,197,0.05,Benigna
5647,205,0.01,Probablemente Patogénica
3197,145,0.1,Benigna
2665,33,0.18,Significado Incierto
9561,241,0.03,Significado Incierto
7550,134,0.46,Significado Incierto
1310,66,0.36,Benigna
607,101,0.21,Significado Incierto
3015,284,0.4,Significado Incierto
1711,277,0.06,Benigna
3573,124,0.35,Significado Incierto
2171,258,0.31,Patogénica
7124,123,0.05,Patogénica
100,291,0.02,Probablemente Patogénica
1004,167,0.42,Benigna
7614,143,0.15,Probablemente Patogénica
3140,73,0.21,Significado Incierto
3280,102,0.14,Benigna
2852,24,0.43,Significado Incierto
2652,191,0.03,Probablemente Patogénica
8231,106,0.04,Patogénica
6933,204,0.29,Benigna
1436,3,0.18,Benigna
8910,25,0.34,Significado Incierto
6050,132,0.11,Probablemente Patogénica
746,261,0.42,Significado Incierto
1311,282,0.02,Benigna
4478,9,0.47,Significado Incierto
5709,247,0.33,Benigna
5805,42,0.16,Probablemente Patogénica
4984,159,0.11,Benigna
9333,75,0.39,Significado Incierto
7567,297,0.32,Probablemente Patogénica
294,182,0.15,Significado Incierto
2126,299,0.49,Benigna
1179,251,0.31,Patogénica
1743,192,0.31,Benigna
6411,60,0.11,Patogénica
3002,115,0.28,Significado Incierto
2271,219,0.24,Probablemente Patogénica
1643,34,0.09,Significado Incierto
6406,130,0.45,Benigna
492,21,0.19,Benigna
5110,106,0.31,Significado Incierto
1482,170,0.41,Benigna
6574,119,0.18,Probablemente Patogénica
2240,36,0.2,Significado Incierto
7029,230,0.02,Benigna
8799,171,0.09,Significado Incierto
9093,247,0.29,Significado Incierto
6304,83,0.06,Benigna
4348,19,0.49,Benigna
3674,295,0.03,Significado Incierto
4629,58,0.1,Significado Incierto
8905,91,0.1,Significado Incierto
7546,117,0.19,Probablemente Patogénica
9224,91,0.09,Benigna
6012,202,0.42,Significado Incierto
4098,179,0.26,Significado Incierto
8013,97,0.48,Probablemente Patogénica
681,164,0.06,Significado Incierto
5143,59,0.12,Significado Incierto
4727,178,0.25,Benigna
7117,109,0.16,Probablemente Patogénica
7233,274,0.03,Significado Incierto
3053,273,0.03,Significado Incierto
5779,67,0.16,Benigna
8458,58,0.3,Probablemente Patogénica
8720,268,0.24,Probablemente Patogénica
465,83,0.46,Significado Incierto
9290,136,0.38,Benigna
4813,212,0.25,Significado Incierto
8563,228,0.37,Significado Incierto
2044,12,0.41,Patogénica
776,194,0.13,Probablemente Patogénica
4786,125,0.28,Significado Incierto
1721,228,0.2,Patogénica
4560,8,0.32,Probablemente Patogénica
8813,262,0.14,Patogénica
5412,42,0.43,Benigna
158,95,0.17,Significado Incierto
1365,159,0.37,Significado Incierto
9119,16,0.05,Probablemente Patogénica
3460,240,0.03,Significado Incierto
7557,251,0.23,Significado Incierto
5516,188,0.45,Benigna
8251,108,0.27,Benigna
2923,199,0.27,Benigna
9756,60,0.25,Significado Incierto
767,241,0.49,Benigna
3341,291,0.42,Benigna
3202,238,0.5,Benigna
3324,266,0.3,Significado Incierto
3147,298,0.1,Patogénica
4929,117,0.39,Significado Incierto
2271,251,0.49,Significado Incierto
6238,82,0.13,Significado Incierto
3224,4,0.31,Probablemente Patogénica
1528,252,0.18,Probablemente Patogénica
908,244,0.19,Benigna
4797,135,0.15,Significado Incierto
3373,123,0.28,Significado Incierto
9495,293,0.15,Benigna
561,31,0.35,Benigna
5687,140,0.29,Benigna
5173,122,0.24,Significado Incierto
3121,48,0.02,Significado Incierto
2300,226,0.1,Probablemente Patogénica
7409,224,0.19,Benigna
5250,49,0.31,Benigna
4311,226,0.25,Benigna
949,244,0.08,Probablemente Patogénica
6551,259,0.46,Probablemente Patogénica
2247,153,0.24,Significado Incierto
9389,169,0.4,Benigna
5116,230,0.44,Significado Incierto
3072,32,0.3,Benigna
9131,17,0.07,Significado Incierto
2262,223,0.28,Benigna
1328,241,0.24,Probablemente Patogénica
4995,255,0.17,Significado Incierto
8487,60,0.39,Significado Incierto
4153,224,0.08,Benigna
2123,269,0.28,Probablemente Patogénica
655,249,0.04,Patogénica
4626,275,0.19,Benigna
505,99,0.04,Probablemente Patogénica
6341,224,0.11,Probablemente Patogénica
8200,135,0.21,Significado Incierto
6016,98,0.24,Benigna
5009,100,0.45,Significado Incierto
2897,177,0.47,Probablemente Patogénica
3997,239,0.02,Significado Incierto
7694,285,0.18,Benigna
5971,106,0.45,Significado Incierto
1804,112,0.19,Significado Incierto
9177,206,0.37,Patogénica
6580,211,0.31,Significado Incierto
4588,181,0.45,Benigna
6057,50,0.29,Patogénica
5567,195,0.16,Probablemente Patogénica
2088,230,0.48,Patogénica
8062,122,0.39,Significado Incierto
3895,154,0.48,Significado Incierto
7572,249,0.47,Significado Incierto
6979,59,0.07,Probablemente Patogénica
5751,180,0.16,Benigna
4149,237,0.37,Significado Incierto
3122,189,0.08,Benigna
9364,41,0.35,Benigna
9175,38,0.37,Probablemente Patogénica
475,266,0.26,Significado Incierto
2634,110,0.02,Benigna
1519,115,0.3,Patogénica
3274,279,0.01,Benigna
907,112,0.42,Patogénica
1726,56,0.02,Benigna
3789,256,0.4,Probablemente Patogénica
2166,22,0.45,Probablemente Patogénica
1749,104,0.08,Significado Incierto
3017,235,0.12,Probablemente Patogénica
5416,252,0.44,Significado Incierto
1176,176,0.06,Significado Incierto
6257,112,0.47,Benigna
9671,94,0.32,Significado Incierto
8575,284,0.35,Significado Incierto
7764,29,0.43,Significado Incierto
5819,67,0.01,Significado Incierto
1966,92,0.32,Benigna
4565,228,0.46,Benigna
7085,34,0.49,Significado Incierto
4372,300,0.04,Significado Incierto
8860,54,0.24,Probablemente Patogénica
903,278,0.47,Benigna
4578,124,0.03,Significado Incierto
7385,4,0.24,Significado Incierto
8666,83,0.21,Benigna
544,286,0.11,Significado Incierto
2539,151,0.28,Benigna
4106,41,0.03,Significado Incierto
8464,66,0.46,Benigna
4327,282,0.42,Patogénica
2991,61,0.44,Benigna
8324,225,0.19,Benigna
9725,224,0.01,Significado Incierto
8877,123,0.22,Significado Incierto
928,223,0.34,Significado Incierto
7525,108,0.28,Probablemente Patogénica
8084,100,0.04,Significado Incierto
9326,253,0.2,Significado Incierto
2049,22,0.37,Significado Incierto
5349,261,0.07,Significado Incierto
6970,254,0.03,Benigna
3674,255,0.01,Probablemente Patogénica
3787,35,0.46,Significado Incierto
9125,54,0.4,Probablemente Patogénica
5119,89,0.4,Benigna
2206,182,0.42,Significado Incierto
9775,180,0.16,Significado Incierto
5456,141,0.2,Benigna
7678,49,0.05,Patogénica
5220,4,0.14,Benigna
7203,183,0.48,Benigna
7329,136,0.42,Benigna
7061,60,0.13,Probablemente Patogénica
1499,255,0.12,Probablemente Patogénica
311,295,0.3,Probablemente Patogénica
8675,250,0.36,Significado Incierto
3108,65,0.3,Benigna
9298,61,0.05,Significado Incierto
5713,77,0.5,Benigna
6231,272,0.41,Significado Incierto
4396,27,0.34,Benigna
4092,105,0.31,Benigna
2991,225,0.04,Significado Incierto
1979,288,0.25,Significado Incierto
5684,121,0.24,Patogénica
8127,288,0.21,Benigna
8506,126,0.33,Probablemente Patogénica
7937,170,0.44,Benigna
6616,49,0.16,Probablemente Patogénica
4033,13,0.44,Probablemente Patogénica
2394,287,0.29,Significado Incierto
3836,73,0.45,Benigna
3879,2,0.5,Patogénica
2067,125,0.5,Benigna
1017,182,0.44,Benigna
3180,108,0.14,Benigna
6892,205,0.37,Significado Incierto
978,122,0.09,Significado Incierto
6840,70,0.21,Probablemente Patogénica
8860,99,0.49,Benigna
6829,121,0.09,Significado Incierto
846,132,0.29,Significado Incierto
9201,298,0.15,Probablemente Patogénica
4455,151,0.45,Significado Incierto
159,215,0.21,Benigna
8039,113,0.3,Significado Incierto
9223,164,0.46,Benigna
4537,7,0.05,Significado Incierto
4850,1,0.07,Probablemente Patogénica
3885,162,0.43,Probablemente Patogénica
8196,198,0.38,Probablemente Patogénica
8790,92,0.37,Significado Incierto
5559,197,0.03,Significado Incierto
201,188,0.07,Benigna
2344,295,0.1,Patogénica
4358,80,0.17,Benigna
289,282,0.08,Probablemente Patogénica
3085,246,0.19,Patogénica
9032,70,0.36,Probablemente Patogénica
4334,156,0.26,Significado Incierto
5658,28,0.24,Significado Incierto
385,197,0.15,Significado Incierto
3232,58,0.25,Significado Incierto
9057,222,0.15,Patogénica
7366,127,0.46,Patogénica
7724,22,0.3,Significado Incierto
2268,179,0.01,Significado Incierto
2082,81,0.27,Significado Incierto
7645,219,0.12,Benigna
9483,211,0.02,Probablemente Patogénica
5888,33,0.4,Significado Incierto
1996,24,0.11,Benigna
7617,32,0.15,Significado Incierto
4937,110,0.19,Benigna
6212,61,0.41,Benigna
3798,123,0.35,Probablemente Patogénica
8738,146,0.36,Probablemente Patogénica
5464,79,0.35,Probablemente Patogénica
8424,267,0.46,Significado Incierto
1824,245,0.18,Significado Incierto
829,113,0.17,Significado Incierto
2120,34,0.11,Benigna
7616,210,0.29,Significado Incierto
879,72,0.17,Significado Incierto
6835,191,0.01,Benigna
8660,27,0.24,Probablemente Patogénica
7761,201,0.33,Benigna
4103,98,0.21,Benigna
2639,108,0.11,Significado Incierto
1004,16,0.23,Benigna
9637,297,0.41,Probablemente Patogénica
955,277,0.22,Significado Incierto
4441,159,0.03,Benigna
1343,184,0.02,Probablemente Patogénica
8797,209,0.47,Benigna
5844,281,0.47,Benigna
9113,130,0.35,Significado Incierto
2776,141,0.06,Significado Incierto
1211,51,0.07,Significado Incierto
5562,196,0.07,Significado Incierto
7403,25,0.25,Significado Incierto
7677,142,0.2,Significado Incierto
7193,277,0.47,Benigna
5163,131,0.38,Probablemente Patogénica
9771,50,0.43,Probablemente Patogénica
6643,201,0.19,Significado Incierto
7662,87,0.45,Probablemente Patogénica
1927,297,0.37,Significado Incierto
5165,84,0.16,Significado Incierto
825,126,0.18,Benigna
2468,179,0.36,Significado Incierto
1862,204,0.22,Benigna
3952,192,0.04,Significado Incierto
5720,144,0.11,Significado Incierto
9,287,0.11,Probablemente Patogénica
7274,103,0.16,Benigna
6947,138,0.06,Probablemente Patogénica
4934,68,0.03,Benigna
7292,114,0.07,Probablemente Patogénica
3286,4,0.19,Significado Incierto
3,100,0.13,Probablemente Patogénica
698,179,0.02,Significado Incierto
9775,287,0.26,Significado Incierto
5152,51,0.29,Benigna
5388,284,0.02,Benigna
8273,226,0.5,Significado Incierto
2234,1,0.24,Benigna
2759,247,0.02,Patogénica
6856,263,0.41,Benigna
4048,224,0.05,Patogénica
9595,139,0.09,Probablemente Patogénica
554,121,0.2,Significado Incierto
3872,129,0.43,Patogénica
7491,115,0.1,Probablemente Patogénica
8125,175,0.21,Patogénica
2713,21,0.3,Benigna
3883,277,0.47,Significado Incierto
2173,195,0.48,Benigna
6601,120,0.12,Benigna
3973,200,0.45,Benigna
235,109,0.05,Patogénica
611,71,0.13,Benigna
9462,252,0.17,Probablemente Patogénica
142,211,0.44,Significado Incierto
3056,27,0.02,Significado Incierto
3868,137,0.4,Significado Incierto
9022,234,0.25,Benigna
5205,225,0.36,Patogénica
486,44,0.03,Benigna
9221,25,0.1,Significado Incierto
1686,68,0.03,Benigna
6418,17,0.4,Significado Incierto
6682,272,0.43,Significado Incierto
4551,77,0.38,Significado Incierto
2902,58,0.24,Probablemente Patogénica
6510,288,0.46,Benigna
1792,16,0.33,Benigna
26,166,0.11,Significado Incierto
5028,90,0.41,Significado Incierto
6521,272,0.24,Benigna
2221,50,0.46,Benigna
309,64,0.11,Benigna
4609,165,0.15,Probablemente Patogénica
510,299,0.03,Patogénica
2458,36,0.08,Patogénica
9405,172,0.19,Significado Incierto
4990,78,0.45,Significado Incierto
2799,152,0.35,Probablemente Patogénica
7913,267,0.33,Significado Incierto
3619,82,0.33,Benigna
2626,115,0.19,Significado Incierto
4309,294,0.04,Significado Incierto
7846,144,0.34,Significado Incierto
6291,25,0.45,Patogénica
2736,182,0.04,Benigna
9613,192,0.41,Patogénica
6650,22,0.27,Benigna
6537,30,0.12,Benigna
5657,172,0.32,Probablemente Patogénica
8421,201,0.36,Patogénica
3534,257,0.18,Benigna
7960,179,0.03,Benigna
2411,216,0.12,Significado Incierto
2705,275,0.1,Significado Incierto
6915,231,0.38,Patogénica
3826,181,0.4,Probablemente Patogénica
3630,38,0.42,Significado Incierto
6521,109,0.17,Probablemente Patogénica
6025,133,0.34,Benigna
3361,53,0.12,Significado Incierto
1616,106,0.05,Significado Incierto
7871,173,0.29,Benigna
8597,118,0.11,Significado Incierto
3816,251,0.09,Probablemente Patogénica
3998,54,0.32,Probablemente Patogénica
3128,2,0.03,Probablemente Patogénica
2857,167,0.42,Benigna
6135,50,0.29,Significado Incierto
9658,239,0.13,Probablemente Patogénica
4177,165,0.22,Significado Incierto
5066,178,0.25,Patogénica
4733,178,0.22,Significado Incierto
6148,231,0.19,Benigna
9151,116,0.39,Benigna
6915,268,0.11,Benigna
4422,27,0.19,Significado Incierto
2714,56,0.43,Probablemente Patogénica
7531,48,0.2,Benigna
2430,152,0.5,Probablemente Patogénica
7838,143,0.05,Probablemente Patogénica
2093,102,0.32,Benigna
389,74,0.02,Probablemente Patogénica
2440,140,0.05,Benigna
1017,142,0.17,Benigna
1282,39,0.05,Probablemente Patogénica
4005,263,0.06,Significado Incierto
1780,216,0.1,Patogénica
7377,26,0.27,Benigna
3740,5,0.13,Significado Incierto
880,178,0.19,Benigna
9374,260,0.31,Benigna
2047,78,0.44,Significado Incierto
8273,42,0.07,Significado Incierto
3349,263,0.16,Significado Incierto
3864,128,0.29,Patogénica
8763,294,0.18,Significado Incierto
596,171,0.1,Benigna
6474,42,0.15,Significado Incierto
1342,103,0.25,Significado Incierto
7681,259,0.2,Significado Incierto
9649,221,0.49,Significado Incierto
5560,95,0.2,Significado Incierto
5936,12,0.27,Probablemente Patogénica
6574,31,0.38,Significado Incierto
3939,195,0.23,Patogénica
2735,24,0.05,Significado Incierto
4029,225,0.19,Patogénica
5720,70,0.31,Significado Incierto
8089,227,0.08,Benigna
2554,87,0.21,Significado Incierto
6124,97,0.03,Significado Incierto
5364,152,0.49,Significado Incierto
5834,184,0.37,Probablemente Patogénica
5951,87,0.04,Patogénica
3907,261,0.41,Significado Incierto
9591,183,0.06,Significado Incierto
7127,31,0.19,Benigna
6749,88,0.22,Significado Incierto
1601,23,0.07,Significado Incierto
5581,14,0.4,Benigna
4896,183,0.15,Probablemente Patogénica
2445,172,0.35,Benigna
1115,166,0.09,Probablemente Patogénica
6611,236,0.14,Benigna
3475,202,0.24,Significado Incierto
4021,147,0.26,Significado Incierto
8758,118,0.24,Patogénica
4144,4,0.02,Probablemente Patogénica
8871,135,0.27,Significado Incierto
7490,283,0.31,Benigna
4952,184,0.11,Significado Incierto
3712,90,0.45,Benigna
6247,181,0.09,Probablemente Patogénica
3591,199,0.26,Significado Incierto
5012,211,0.13,Probablemente Patogénica
2570,267,0.17,Significado Incierto
5956,31,0.02,Significado Incierto
4523,97,0.07,Benigna
174,112,0.41,Benigna
4056,279,0.14,Benigna
7570,290,0.09,Significado Incierto
955,45,0.46,Benigna
888,67,0.1,Benigna
9482,59,0.19,Probablemente Patogénica
9122,239,0.11,Significado Incierto
4385,244,0.14,Probablemente Patogénica
6379,110,0.09,Benigna
8477,147,0.46,Significado Incierto
5282,246,0.32,Significado Incierto
2414,251,0.03,Significado Incierto
5501,294,0.45,Benigna
9513,193,0.19,Benigna
1679,153,0.32,Benigna
5832,83,0.27,Significado Incierto
8313,296,0.41,Probablemente Patogénica
1441,172,0.13,Probablemente Patogénica
5107,201,0.18,Benigna
6026,105,0.13,Benigna
5255,138,0.3,Significado Incierto
6227,202,0.32,Significado Incierto
4182,243,0.13,Probablemente Patogénica
6066,244,0.37,Benigna
4611,182,0.45,Patogénica
5725,103,0.29,Benigna
1327,138,0.29,Significado Incierto
7611,300,0.25,Significado Incierto
3184,55,0.02,Significado Incierto
4942,137,0.11,Significado Incierto
6507,222,0.15,Significado Incierto
5676,245,0.37,Patogénica
9730,161,0.49,Benigna
1636,41,0.1,Probablemente Patogénica
5779,201,0.48,Significado Incierto
5369,160,0.23,Significado Incierto
2425,140,0.48,Significado Incierto
4145,55,0.35,Benigna
228,167,0.1,Probablemente Patogénica
2788,49,0.08,Benigna
2554,242,0.35,Benigna
2902,114,0.3,Probablemente Patogénica
6862,126,0.47,Significado Incierto
4009,269,0.21,Significado Incierto
682,211,0.36,Benigna
6848,42,0.41,Patogénica
3264,146,0.03,Probablemente Patogénica
580,187,0.47,Probablemente Patogénica
3677,126,0.09,Significado Incierto
7403,137,0.05,Probablemente Patogénica
7770,145,0.14,Benigna
3331,230,0.38,Significado Incierto
6196,124,0.44,Significado Incierto
4028,136,0.26,Probablemente Patogénica
7493,299,0.38,Significado Incierto
2024,222,0.27,Probablemente Patogénica
9741,8,0.07,Probablemente Patogénica
9274,107,0.43,Probablemente Patogénica
8195,225,0.3,Benigna
1955,16,0.35,Significado Incierto
5364,54,0.04,Probablemente Patogénica
3785,6,0.24,Benigna
8683,45,0.31,Benigna
1352,70,0.2,Benigna
9141,136,0.15,Probablemente Patogénica
2382,190,0.2,Benigna
3688,214,0.42,Significado Incierto
2173,43,0.24,Benigna
5520,37,0.1,Benigna
4041,14,0.12,Significado Incierto
6729,134,0.03,Significado Incierto
2384,136,0.44,Benigna
6734,274,0.4,Benigna
6595,155,0.36,Significado Incierto
615,84,0.07,Benigna
72,88,0.38,Benigna
5590,172,0.35,Probablemente Patogénica
1668,283,0.29,Patogénica
5129,131,0.09,Significado Incierto
9757,94,0.3,Probablemente Patogénica
5681,210,0.23,Significado Incierto
5573,149,0.28,Benigna
6699,177,0.15,Patogénica
5104,216,0.45,Significado Incierto
3659,210,0.26,Probablemente Patogénica
2298,168,0.18,Significado Incierto
2097,149,0.43,Patogénica
8109,49,0.08,Benigna
6029,167,0.25,Significado Incierto
9614,4,0.37,Significado Incierto
6358,126,0.37,Benigna
2910,146,0.4,Benigna
6709,173,0.22,Probablemente Patogénica
7822,5,0.05,Significado Incierto
7881,201,0.02,Significado Incierto
4514,256,0.4,Probablemente Patogénica
6829,292,0.09,Significado Incierto
6484,244,0.18,Benigna
9211,73,0.25,Benigna
6739,99,0.22,Significado Incierto
2772,38,0.44,Significado Incierto
1468,154,0.37,Significado Incierto
2102,179,0.39,Significado Incierto
6437,40,0.25,Significado Incierto
9356,136,0.09,Significado Incierto
9627,291,0.47,Benigna
5312,36,0.41,Significado Incierto
1521,145,0.43,Benigna
3514,261,0.15,Significado Incierto
8163,119,0.05,Benigna
1496,179,0.11,Probablemente Patogénica
8690,31,0.31,Significado Incierto
1893,59,0.39,Significado Incierto
4201,160,0.29,Probablemente Patogénica
2592,258,0.24,Benigna
9484,148,0.15,Benigna
3978,153,0.03,Probablemente Patogénica
1123,120,0.49,Significado Incierto
7368,260,0.28,Probablemente Patogénica
9710,124,0.01,Benigna
2015,18,0.17,Benigna
3324,219,0.1,Benigna
418,153,0.5,Significado Incierto
9051,105,0.41,Significado Incierto
9591,80,0.02,Significado Incierto
8719,104,0.07,Significado Incierto
8175,290,0.36,Patogénica
2297,250,0.06,Significado Incierto
5889,200,0.14,Benigna
26,200,0.09,Probablemente Patogénica
2364,76,0.03,Benigna
6438,172,0.18,Benigna
6420,193,0.12,Benigna
8891,156,0.12,Probablemente Patogénica
7470,101,0.08,Benigna
1308,245,0.33,Significado Incierto
8816,25,0.1,Probablemente Patogénica
7246,269,0.03,Probablemente Patogénica
2515,76,0.1,Significado Incierto
5882,186,0.49,Probablemente Patogénica
5968,156,0.08,Probablemente Patogénica
46,134,0.33,Benigna
4977,10,0.07,Significado Incierto
2490,145,0.26,Significado Incierto
2369,93,0.47,Significado Incierto
2474,86,0.06,Benigna
1007,139,0.19,Probablemente Patogénica
2411,192,0.39,Significado Incierto
772,88,0.38,Significado Incierto
7860,193,0.26,Significado Incierto
5032,116,0.03,Benigna
2434,48,0.17,Significado Incierto
4385,112,0.2,Significado Incierto
5305,103,0.23,Probablemente Patogénica
6428,264,0.05,Significado Incierto
1113,82,0.14,Probablemente Patogénica
2767,40,0.28,Patogénica
4725,74,0.06,Benigna
8461,71,0.03,Benigna
1343,22,0.33,Probablemente Patogénica
8573,147,0.26,Benigna
6990,66,0.48,Significado Incierto
6562,222,0.23,Significado Incierto
2912,21,0.35,Benigna
6381,46,0.48,Benigna
7856,45,0.12,Significado Incierto
8245,273,0.01,Significado Incierto
4020,180,0.02,Benigna
185,163,0.08,Benigna
3748,249,0.41,Patogénica
3797,8,0.39,Significado Incierto
343,63,0.06,Benigna
5828,77,0.38,Significado Incierto
563,191,0.3,Benigna
8613,227,0.43,Benigna
8356,170,0.33,Patogénica
3162,61,0.41,Benigna
5505,116,0.33,Patogénica
6969,244,0.16,Significado Incierto
8600,134,0.36,Benigna
8721,89,0.02,Significado Incierto
2070,267,0.38,Probablemente Patogénica
3640,170,0.26,Probablemente Patogénica
1154,253,0.07,Significado Incierto
2208,268,0.12,Probablemente Patogénica
847,257,0.06,Significado Incierto
8125,247,0.15,Significado Incierto
5022,270,0.02,Benigna
3492,283,0.26,Benigna
680,40,0.22,Significado Incierto
8531,177,0.17,Benigna
6441,116,0.43,Probablemente Patogénica
2302,119,0.03,Benigna
6329,144,0.43,Probablemente Patogénica
9602,119,0.07,Patogénica
4160,205,0.12,Benigna
5323,258,0.21,Significado Incierto
1654,95,0.2,Probablemente Patogénica
2040,238,0.21,Significado Incierto
442,271,0.03,Benigna
2442,52,0.05,Significado Incierto
9573,64,0.03,Benigna
1170,84,0.44,Benigna
5709,12,0.09,Benigna
1876,146,0.46,Significado Incierto
4787,209,0.38,Significado Incierto
435,263,0.29,Patogénica
8952,1,0.18,Benigna
858,143,0.09,Significado Incierto
8778,173,0.44,Benigna
2135,204,0.18,Benigna
9454,163,0.32,Significado Incierto
4893,133,0.28,Significado Incierto
909,227,0.49,Benigna
5697,218,0.34,Probablemente Patogénica
7243,156,0.07,Benigna
7677,217,0.41,Probablemente Patogénica
6139,73,0.04,Patogénica
7310,75,0.05,Benigna
5336,121,0.38,Benigna
1323,182,0.07,Significado Incierto
2725,71,0.17,Benigna
308,205,0.06,Significado Incierto
3805,231,0.07,Benigna
8472,142,0.07,Probablemente Patogénica
6673,215,0.04,Significado Incierto
6619,145,0.21,Probablemente Patogénica
2344,177,0.11,Benigna
9594,113,0.36,Significado Incierto
4280,232,0.24,Significado Incierto
4552,146,0.48,Benigna
798,291,0.4,Significado Incierto
2480,291,0.12,Probablemente Patogénica
9106,117,0.35,Significado Incierto
3558,216,0.45,Probablemente Patogénica
7478,62,0.24,Probablemente Patogénica
839,69,0.24,Benigna
1244,149,0.27,Probablemente Patogénica
671,240,0.21,Benigna
8432,22,0.18,Benigna
2454,115,0.21,Significado Incierto
2100,123,0.25,Significado Incierto
3115,13,0.19,Significado Incierto
5116,274,0.41,Significado Incierto
5537,130,0.29,Benigna
1987,112,0.1,Benigna
286,283,0.07,Significado Incierto
624,91,0.06,Benigna
9476,154,0.24,Significado Incierto
7798,11,0.11,Significado Incierto
5316,178,0.16,Probablemente Patogénica
1156,270,0.2,Probablemente Patogénica
421,2,0.49,Probablemente Patogénica
3214,49,0.24,Significado Incierto
4852,272,0.17,Benigna
5091,286,0.35,Benigna
6615,272,0.39,Patogénica
1801,78,0.08,Significado Incierto
6231,108,0.36,Significado Incierto
9415,285,0.2,Significado Incierto
